timestamp,deviceid,signature,source_ip,source_port,destination_ip,destination_port,event_name,severity
2023-12-21T02:50:59.841697Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL SNMP public access udp,192.168.0.152,49153,192.168.10.199,161,nids,2
2023-12-21T02:50:59.841937Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL SNMP public access udp,192.168.0.152,49153,192.168.10.32,161,nids,2
2023-12-21T02:50:59.842183Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL SNMP public access udp,192.168.0.152,49153,192.168.10.32,161,nids,2
2023-12-21T02:51:03.166673Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL MISC UPnP malformed advertisement,192.168.10.105,59266,239.255.255.250,1900,nids,2
2023-12-21T02:51:08.167280Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL MISC UPnP malformed advertisement,192.168.10.105,59266,239.255.255.250,1900,nids,2
2023-12-21T02:51:09.356750Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL SNMP public access udp,192.168.0.227,63984,192.168.10.31,161,nids,2
2023-12-21T02:51:09.367809Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL SNMP public access udp,192.168.0.227,63985,192.168.10.31,161,nids,2
2023-12-21T02:51:13.167582Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL MISC UPnP malformed advertisement,192.168.10.105,59266,239.255.255.250,1900,nids,2
2023-12-21T02:51:18.167892Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL MISC UPnP malformed advertisement,192.168.10.105,59266,239.255.255.250,1900,nids,2
2023-12-21T02:51:22.740209Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL SNMP public access udp,192.168.0.152,53221,192.168.10.31,161,nids,2
2023-12-21T02:51:22.747734Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL SNMP public access udp,192.168.0.152,53222,192.168.10.31,161,nids,2
2023-12-21T02:51:23.168256Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL MISC UPnP malformed advertisement,192.168.10.105,59266,239.255.255.250,1900,nids,2
2023-12-21T02:51:28.165381Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL MISC UPnP malformed advertisement,192.168.10.105,59266,239.255.255.250,1900,nids,2
2023-12-21T02:51:29.355703Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,ET POLICY HTTP traffic on port 443 (POST),192.168.0.105,56488,101.32.104.104,443,nids,2
2023-12-21T02:51:33.165443Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL MISC UPnP malformed advertisement,192.168.10.105,59266,239.255.255.250,1900,nids,2
2023-12-21T02:51:38.165914Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL MISC UPnP malformed advertisement,192.168.10.105,59266,239.255.255.250,1900,nids,2
2023-12-21T02:51:39.387804Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL SNMP public access udp,192.168.0.227,52114,192.168.10.31,161,nids,2
2023-12-21T02:51:39.398520Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL SNMP public access udp,192.168.0.227,52115,192.168.10.31,161,nids,2
2023-12-21T02:51:39.786433Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL SNMP public access udp,192.168.0.152,49153,192.168.10.199,161,nids,2
2023-12-21T02:51:39.786803Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL SNMP public access udp,192.168.0.152,49153,192.168.10.32,161,nids,2
2023-12-21T02:51:39.787060Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL SNMP public access udp,192.168.0.152,49153,192.168.10.32,161,nids,2
2023-12-21T02:51:43.166359Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL MISC UPnP malformed advertisement,192.168.10.105,59266,239.255.255.250,1900,nids,2
2023-12-21T02:51:48.166819Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL MISC UPnP malformed advertisement,192.168.10.105,59266,239.255.255.250,1900,nids,2
2023-12-21T02:51:50.443621Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL SNMP public access udp,192.168.0.152,49153,192.168.10.32,161,nids,2
2023-12-21T02:51:50.443945Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL SNMP public access udp,192.168.0.152,49153,192.168.10.32,161,nids,2
2023-12-21T02:51:50.443361Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL SNMP public access udp,192.168.0.152,49153,192.168.10.199,161,nids,2
2023-12-21T02:51:52.822540Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL SNMP public access udp,192.168.0.152,49907,192.168.10.31,161,nids,2
2023-12-21T02:51:52.830770Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL SNMP public access udp,192.168.0.152,49908,192.168.10.31,161,nids,2
2023-12-21T02:51:53.165249Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL MISC UPnP malformed advertisement,192.168.10.105,59266,239.255.255.250,1900,nids,2
2023-12-21T02:51:54.516495Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL SNMP public access udp,192.168.0.152,49153,192.168.10.199,161,nids,2
2023-12-21T02:51:58.166409Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL MISC UPnP malformed advertisement,192.168.10.105,59266,239.255.255.250,1900,nids,2
2023-12-21T02:52:00.568806Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL SNMP public access udp,192.168.0.152,49153,192.168.10.199,161,nids,2
2023-12-21T02:52:00.569120Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL SNMP public access udp,192.168.0.152,49153,192.168.10.32,161,nids,2
2023-12-21T02:52:00.569722Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL SNMP public access udp,192.168.0.152,49153,192.168.10.199,161,nids,2
2023-12-21T02:52:00.569492Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL SNMP public access udp,192.168.0.152,49153,192.168.10.32,161,nids,2
2023-12-21T02:50:31.481023Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,ET POLICY Windows Update P2P Activity,192.168.0.120,63352,192.168.10.102,7680,nids,3
2023-12-21T02:51:11.699074Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,ET POLICY Windows Update P2P Activity,192.168.0.120,63359,192.168.10.102,7680,nids,3
2023-12-21T02:51:51.891171Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,ET POLICY Windows Update P2P Activity,192.168.0.120,63361,192.168.10.102,7680,nids,3
2023-12-21T02:52:05.637902Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL SNMP public access udp,192.168.0.68,64485,192.168.10.112,161,nids,2
2023-12-21T02:52:09.418008Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL SNMP public access udp,192.168.0.227,64253,192.168.10.31,161,nids,2
2023-12-21T02:52:18.167841Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL MISC UPnP malformed advertisement,192.168.10.105,59266,239.255.255.250,1900,nids,2
