timestamp,deviceid,signature,source_ip,source_port,destination_ip,destination_port,event_name,severity
2023-12-23T13:16:51.371923Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL MISC UPnP malformed advertisement,192.168.10.105,64964,239.255.255.250,1900,nids,2
2023-12-23T13:16:21.371873Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL MISC UPnP malformed advertisement,192.168.10.105,64964,239.255.255.250,1900,nids,2
2023-12-23T13:16:26.372146Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL MISC UPnP malformed advertisement,192.168.10.105,64964,239.255.255.250,1900,nids,2
2023-12-23T13:16:31.372241Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL MISC UPnP malformed advertisement,192.168.10.105,64964,239.255.255.250,1900,nids,2
2023-12-23T13:16:06.370904Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL MISC UPnP malformed advertisement,192.168.10.105,64964,239.255.255.250,1900,nids,2
2023-12-23T13:16:56.372369Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL MISC UPnP malformed advertisement,192.168.10.105,64964,239.255.255.250,1900,nids,2
2023-12-23T13:17:06.372910Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL MISC UPnP malformed advertisement,192.168.10.105,64964,239.255.255.250,1900,nids,2
2023-12-23T13:17:06.757839Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL SNMP public access udp,192.168.0.227,56979,192.168.10.31,161,nids,2
2023-12-23T13:17:01.372660Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL MISC UPnP malformed advertisement,192.168.10.105,64964,239.255.255.250,1900,nids,2
2023-12-23T13:17:06.766769Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL SNMP public access udp,192.168.0.227,56980,192.168.10.31,161,nids,2
2023-12-23T13:17:11.373183Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL MISC UPnP malformed advertisement,192.168.10.105,64964,239.255.255.250,1900,nids,2
2023-12-23T13:17:16.373626Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL MISC UPnP malformed advertisement,192.168.10.105,64964,239.255.255.250,1900,nids,2
2023-12-23T13:17:21.373896Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL MISC UPnP malformed advertisement,192.168.10.105,64964,239.255.255.250,1900,nids,2
2023-12-23T13:17:26.374343Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL MISC UPnP malformed advertisement,192.168.10.105,64964,239.255.255.250,1900,nids,2
2023-12-23T13:17:31.374621Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL MISC UPnP malformed advertisement,192.168.10.105,64964,239.255.255.250,1900,nids,2
2023-12-23T13:17:36.374891Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL MISC UPnP malformed advertisement,192.168.10.105,64964,239.255.255.250,1900,nids,2
2023-12-23T13:17:36.773124Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL SNMP public access udp,192.168.0.227,50317,192.168.10.31,161,nids,2
2023-12-23T13:17:36.780123Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL SNMP public access udp,192.168.0.227,50318,192.168.10.31,161,nids,2
2023-12-23T13:17:41.375155Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL MISC UPnP malformed advertisement,192.168.10.105,64964,239.255.255.250,1900,nids,2
2023-12-23T13:17:46.375610Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL MISC UPnP malformed advertisement,192.168.10.105,64964,239.255.255.250,1900,nids,2
2023-12-23T13:17:51.372023Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL MISC UPnP malformed advertisement,192.168.10.105,64964,239.255.255.250,1900,nids,2
2023-12-23T13:17:56.372294Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,GPL MISC UPnP malformed advertisement,192.168.10.105,64964,239.255.255.250,1900,nids,2
2023-12-23T13:16:03.698340Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,ET POLICY Windows Update P2P Activity,192.168.0.120,62700,192.168.10.102,7680,nids,3
2023-12-23T13:16:43.974094Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,ET POLICY Windows Update P2P Activity,192.168.0.120,62701,192.168.10.102,7680,nids,3
2023-12-23T13:17:24.148506Z,chr2.flowring.603feae8-3c1e-5620-a3fa-745c8257c804,ET POLICY Windows Update P2P Activity,192.168.0.120,62704,192.168.10.102,7680,nids,3
2023-12-23T13:17:04.361507Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:06.169633Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:06.172901Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:07.381832Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:07.384914Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:07.385169Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:04.357481Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:04.362040Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:04.918893Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:05.607952Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:05.608122Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:04.357781Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:04.919277Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:04.920522Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:04.921015Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:05.609854Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:06.790470Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:08.821342Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:07.385345Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:13.544503Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:10.074864Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:10.077505Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:10.765825Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:11.383792Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:03.568134Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:08.823343Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:12.806141Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:12.808758Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:17.395504Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:14.321962Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:14.325179Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:10.764971Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:10.767996Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:11.386358Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:17.907884Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:18.499712Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:18.501584Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:21.069149Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:21.842678Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:22.422167Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:08.175667Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:08.175934Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:21.842981Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:14.954980Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:08.176229Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:23.749399Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:23.751840Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:24.360181Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:24.361640Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:23.222713Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:26.332432Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:26.332541Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:26.835795Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:27.509882Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:27.510182Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:12.101289Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:26.330080Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:26.835975Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:28.261123Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:28.848999Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:13.546903Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:28.849844Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:28.857119Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:28.857487Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:19.901505Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:30.376846Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:30.377233Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:15.488384Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:31.838132Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:31.838394Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:31.841433Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:16.679395Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:16.682100Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:33.092926Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:33.702032Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:17.907439Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:36.516018Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:36.516287Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:25.729479Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:37.166872Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:37.167034Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:35.234941Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:35.238426Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:19.903988Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:36.512863Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:36.516381Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:28.259709Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:37.166175Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:37.813633Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:38.585898Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:21.843213Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:32.469528Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:23.220729Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:23.222935Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:33.699712Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:33.702153Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:24.948412Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
2023-12-23T13:17:35.238120Z,chr2.flowring.b2ea6dfd-cc5a-58c7-94e5-f5a4e51e2127,GPL MISC UPnP malformed advertisement,192.168.0.143,1900,239.255.255.250,1900,nids,2
